Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date
LOAN00303,CUST01325,BR021,Personal Loan,743000.00,12.79,36,Closed,2020-06-20
LOAN00304,CUST01481,BR037,Home Loan,4811000.00,8.99,180,Closed,2022-02-22
LOAN00305,CUST04541,BR014,Home Loan,2390000.00,8.01,180,Active,2019-09-26
LOAN00306,CUST00455,BR015,Personal Loan,301000.00,12.86,48,Active,2021-07-16
LOAN00307,CUST04578,BR026,Gold Loan,630000.00,11.76,12,Defaulted,2022-12-18
LOAN00308,CUST04424,BR027,Home Loan,2720000.00,7.54,240,Active,2022-05-26
LOAN00309,CUST04461,BR016,Home Loan,7077000.00,8.59,120,Active,2019-06-15
LOAN00310,CUST04743,BR017,Home Loan,4685000.00,7.81,240,Active,2017-02-24
LOAN00311,CUST02327,BR048,Personal Loan,116000.00,12.12,12,Closed,2023-06-19
LOAN00312,CUST00143,BR030,Auto Loan,1716000.00,11.30,48,Defaulted,2019-01-27
LOAN00313,CUST04468,BR038,Personal Loan,544000.00,11.53,12,Closed,2022-11-02
LOAN00314,CUST02693,BR009,Gold Loan,770000.00,11.68,12,Closed,2021-07-31
LOAN00315,CUST03018,BR020,Auto Loan,1453000.00,10.77,60,Defaulted,2019-08-24
LOAN00316,CUST01475,BR015,Home Loan,1564000.00,9.39,120,Active,2022-09-08
LOAN00317,CUST04220,BR016,Personal Loan,1006000.00,14.08,48,Active,2022-02-21
LOAN00318,CUST04784,BR027,Auto Loan,1904000.00,11.36,60,Active,2019-09-23
LOAN00319,CUST03817,BR042,Home Loan,3138000.00,8.63,300,Active,2019-10-22
LOAN00320,CUST00753,BR048,Home Loan,3670000.00,8.41,120,Active,2021-12-01
LOAN00321,CUST02430,BR029,Personal Loan,138000.00,14.89,60,Defaulted,2023-02-08
LOAN00322,CUST00316,BR045,Personal Loan,246000.00,12.20,48,Active,2020-09-28
LOAN00323,CUST01588,BR005,Home Loan,2479000.00,7.69,240,Active,2021-12-29
LOAN00324,CUST03116,BR023,Auto Loan,2126000.00,11.44,84,Active,2020-05-14
LOAN00325,CUST02722,BR047,Personal Loan,296000.00,12.46,36,Closed,2020-09-11
LOAN00326,CUST00583,BR041,Personal Loan,102000.00,12.29,60,Active,2023-12-01
LOAN00327,CUST04106,BR049,Personal Loan,1024000.00,14.52,24,Closed,2021-09-23
LOAN00328,CUST01609,BR039,Education Loan,2789000.00,9.30,84,Active,2023-04-13
LOAN00329,CUST04689,BR019,Business Loan,655000.00,11.80,84,Active,2018-09-24
LOAN00330,CUST00715,BR045,Home Loan,9406000.00,9.38,180,Closed,2019-07-30
LOAN00331,CUST02973,BR042,Education Loan,1676000.00,10.90,84,Defaulted,2017-08-24
LOAN00332,CUST04821,BR049,Home Loan,4385000.00,7.95,240,Active,2022-01-30
LOAN00333,CUST04640,BR038,Auto Loan,1370000.00,10.87,36,Active,2023-05-05
LOAN00334,CUST03697,BR042,Home Loan,8843000.00,7.62,180,Active,2022-06-03
LOAN00335,CUST00946,BR011,Business Loan,3659000.00,10.77,84,Active,2023-11-30
LOAN00336,CUST02484,BR005,Home Loan,5942000.00,9.40,240,In Arrears,2023-07-22
LOAN00337,CUST00711,BR020,Home Loan,4070000.00,9.34,120,Active,2022-10-09
LOAN00338,CUST04679,BR023,Auto Loan,712000.00,9.98,48,Defaulted,2023-10-07
LOAN00339,CUST03400,BR043,Personal Loan,460000.00,13.57,36,In Arrears,2021-09-18
LOAN00340,CUST03665,BR038,Personal Loan,1162000.00,11.38,36,Active,2022-05-25
LOAN00341,CUST02866,BR039,Business Loan,2745000.00,14.55,60,Active,2023-03-03
LOAN00342,CUST03475,BR028,Home Loan,6842000.00,8.93,300,Active,2022-07-28
LOAN00343,CUST04454,BR031,Business Loan,5410000.00,10.79,120,Active,2022-01-06
LOAN00344,CUST04492,BR032,Home Loan,2574000.00,7.72,180,Active,2022-09-17
LOAN00345,CUST00779,BR012,Auto Loan,295000.00,9.95,60,Closed,2023-05-28
LOAN00346,CUST03171,BR029,Auto Loan,1299000.00,10.66,84,Active,2018-02-02
LOAN00347,CUST01556,BR009,Home Loan,7867000.00,8.75,240,Active,2022-08-29
LOAN00348,CUST03514,BR042,Auto Loan,1075000.00,9.25,60,Defaulted,2022-07-11
LOAN00349,CUST01882,BR004,Gold Loan,492000.00,11.16,36,Closed,2020-10-16
LOAN00350,CUST02793,BR029,Home Loan,4628000.00,7.63,240,Active,2023-09-28
LOAN00351,CUST04376,BR042,Home Loan,3807000.00,8.46,300,Closed,2020-02-01
LOAN00352,CUST00568,BR034,Home Loan,7714000.00,8.83,120,Active,2023-11-23
LOAN00353,CUST01219,BR049,Home Loan,3953000.00,8.30,180,In Arrears,2023-08-13
LOAN00354,CUST02889,BR008,Education Loan,3049000.00,10.69,60,In Arrears,2023-11-13
LOAN00355,CUST02671,BR044,Personal Loan,789000.00,16.31,48,Active,2023-10-22
LOAN00356,CUST03229,BR033,Personal Loan,1062000.00,13.49,12,Closed,2023-03-22
LOAN00357,CUST01380,BR004,Auto Loan,1596000.00,8.76,36,Active,2023-11-09
LOAN00358,CUST02029,BR014,Business Loan,1669000.00,11.01,120,Closed,2023-09-18
LOAN00359,CUST03651,BR007,Home Loan,3576000.00,7.60,240,Active,2023-08-21
LOAN00360,CUST00669,BR041,Business Loan,627000.00,12.72,36,In Arrears,2022-12-29
LOAN00361,CUST02558,BR033,Home Loan,7177000.00,7.83,300,Active,2022-07-10
LOAN00362,CUST04492,BR032,Home Loan,4912000.00,8.54,240,Closed,2019-08-09
LOAN00363,CUST03516,BR005,Home Loan,5505000.00,8.43,240,Closed,2022-05-24
LOAN00364,CUST03024,BR013,Home Loan,2382000.00,8.27,240,Closed,2023-04-29
LOAN00365,CUST01294,BR017,Education Loan,3418000.00,8.29,60,Active,2023-10-02
LOAN00366,CUST00112,BR026,Home Loan,6614000.00,8.43,120,Active,2022-07-24
LOAN00367,CUST02490,BR027,Home Loan,7685000.00,8.85,300,Active,2023-08-30
LOAN00368,CUST04810,BR035,Personal Loan,277000.00,13.73,60,Active,2023-07-18
LOAN00369,CUST00456,BR012,Home Loan,8503000.00,8.17,120,Active,2023-01-15
LOAN00370,CUST03408,BR015,Auto Loan,1524000.00,10.31,36,Active,2023-06-27
LOAN00371,CUST03152,BR012,Home Loan,2123000.00,9.29,180,Active,2022-11-22
LOAN00372,CUST03407,BR005,Personal Loan,138000.00,14.22,60,Defaulted,2022-11-26
LOAN00373,CUST00906,BR038,Auto Loan,1257000.00,8.68,48,Active,2023-11-11
LOAN00374,CUST03270,BR050,Home Loan,4264000.00,9.01,120,Active,2023-06-11
LOAN00375,CUST00527,BR044,Personal Loan,241000.00,14.29,36,Closed,2018-07-02
LOAN00376,CUST03194,BR041,Home Loan,4269000.00,8.88,180,Active,2023-12-01
LOAN00377,CUST00427,BR024,Education Loan,1971000.00,9.21,84,Active,2023-06-21
LOAN00378,CUST02422,BR030,Business Loan,3414000.00,12.53,60,Defaulted,2023-06-30
LOAN00379,CUST02096,BR005,Education Loan,1977000.00,10.14,120,Active,2021-10-29
LOAN00380,CUST03315,BR002,Auto Loan,1623000.00,11.46,36,Active,2021-09-01
LOAN00381,CUST04074,BR036,Education Loan,1000000.00,8.62,60,Closed,2020-05-27
LOAN00382,CUST02884,BR028,Business Loan,3051000.00,14.40,84,Active,2021-05-05
LOAN00383,CUST04862,BR015,Gold Loan,794000.00,9.97,12,Active,2023-11-15
LOAN00384,CUST02297,BR014,Auto Loan,1212000.00,10.36,48,Closed,2015-08-17
LOAN00385,CUST04788,BR018,Gold Loan,751000.00,12.24,12,Closed,2018-11-18
LOAN00386,CUST00270,BR044,Personal Loan,975000.00,15.14,36,Active,2022-12-13
LOAN00387,CUST00657,BR039,Education Loan,920000.00,9.36,120,Active,2022-12-16
LOAN00388,CUST02087,BR028,Personal Loan,374000.00,12.11,48,In Arrears,2023-09-01
LOAN00389,CUST03784,BR011,Home Loan,2028000.00,8.22,300,In Arrears,2022-01-06
LOAN00390,CUST04131,BR016,Gold Loan,436000.00,10.21,24,Closed,2019-12-04
LOAN00391,CUST00512,BR001,Home Loan,8500000.00,8.56,240,Active,2023-05-13
LOAN00392,CUST03303,BR041,Auto Loan,2129000.00,10.80,36,Closed,2021-01-01
LOAN00393,CUST02483,BR032,Personal Loan,541000.00,14.82,60,Defaulted,2023-10-25
LOAN00394,CUST02962,BR017,Home Loan,9110000.00,8.54,300,Closed,2018-07-21
LOAN00395,CUST03514,BR042,Home Loan,7916000.00,9.26,120,Active,2021-03-02
LOAN00396,CUST04489,BR034,Personal Loan,187000.00,13.62,36,Closed,2021-05-27
LOAN00397,CUST02339,BR025,Auto Loan,2169000.00,9.79,84,Active,2023-05-15
LOAN00398,CUST03521,BR043,Education Loan,439000.00,10.89,84,In Arrears,2022-02-13
LOAN00399,CUST04863,BR049,Personal Loan,480000.00,14.85,48,Closed,2020-12-08
LOAN00400,CUST03047,BR008,Education Loan,1983000.00,10.14,120,Active,2020-06-13
LOAN00401,CUST03650,BR032,Personal Loan,815000.00,13.17,48,Active,2022-12-29
LOAN00402,CUST03260,BR048,Home Loan,1723000.00,7.77,180,Defaulted,2017-02-19
LOAN00403,CUST01669,BR029,Home Loan,2711000.00,8.26,180,Active,2019-07-11
LOAN00404,CUST03615,BR031,Gold Loan,319000.00,11.79,12,Closed,2022-08-01
LOAN00405,CUST01879,BR021,Personal Loan,511000.00,13.44,24,Active,2023-06-17
LOAN00406,CUST02812,BR005,Home Loan,3656000.00,8.63,300,In Arrears,2020-07-06
LOAN00407,CUST00194,BR034,Education Loan,1018000.00,8.75,84,Active,2019-09-11
LOAN00408,CUST01038,BR041,Personal Loan,853000.00,14.29,36,Active,2023-02-07
LOAN00409,CUST04120,BR037,Personal Loan,472000.00,13.65,48,Active,2023-03-02
LOAN00410,CUST01798,BR002,Auto Loan,1134000.00,8.90,36,Closed,2019-08-14
LOAN00411,CUST02756,BR041,Gold Loan,782000.00,11.56,36,Closed,2016-06-12
LOAN00412,CUST01204,BR004,Home Loan,4380000.00,7.93,240,Active,2023-11-26
LOAN00413,CUST00185,BR041,Auto Loan,1976000.00,8.96,84,Active,2018-05-29
LOAN00414,CUST01131,BR042,Auto Loan,633000.00,10.73,36,Closed,2018-03-10
LOAN00415,CUST00102,BR005,Personal Loan,850000.00,15.83,36,Active,2023-06-24
LOAN00416,CUST00893,BR022,Home Loan,6089000.00,9.06,120,In Arrears,2021-04-19
LOAN00417,CUST03036,BR003,Business Loan,919000.00,11.15,120,Active,2022-05-11
LOAN00418,CUST03332,BR044,Home Loan,2057000.00,9.47,120,Active,2023-05-11
LOAN00419,CUST04673,BR028,Home Loan,7584000.00,9.16,240,Active,2023-11-05
LOAN00420,CUST00758,BR045,Auto Loan,2034000.00,10.83,48,Active,2023-12-07
LOAN00421,CUST00250,BR047,Personal Loan,1089000.00,14.50,60,Active,2020-01-19
LOAN00422,CUST00882,BR018,Auto Loan,1920000.00,9.97,36,Closed,2021-02-24
LOAN00423,CUST00682,BR025,Auto Loan,1260000.00,10.98,60,Closed,2019-01-12
LOAN00424,CUST00010,BR028,Home Loan,9072000.00,8.91,180,Active,2020-05-24
LOAN00425,CUST03979,BR030,Personal Loan,1015000.00,14.93,12,Closed,2019-07-01
LOAN00426,CUST01658,BR024,Home Loan,6451000.00,8.48,240,Active,2022-06-21
LOAN00427,CUST02328,BR043,Home Loan,2620000.00,7.98,120,Active,2023-10-02
LOAN00428,CUST01576,BR012,Gold Loan,698000.00,9.27,12,Closed,2022-12-14
LOAN00429,CUST03992,BR039,Home Loan,1649000.00,8.80,240,Active,2016-08-08
LOAN00430,CUST02122,BR012,Auto Loan,694000.00,8.66,60,Closed,2018-03-24
LOAN00431,CUST03741,BR031,Personal Loan,1025000.00,11.85,48,Closed,2018-07-28
LOAN00432,CUST00751,BR040,Home Loan,8505000.00,8.71,300,Closed,2022-07-28
LOAN00433,CUST04948,BR029,Gold Loan,430000.00,11.57,36,Active,2022-05-11
LOAN00434,CUST01598,BR011,Home Loan,7885000.00,8.81,120,In Arrears,2023-03-08
LOAN00435,CUST00088,BR034,Personal Loan,870000.00,15.73,12,Closed,2023-05-02
LOAN00436,CUST03960,BR040,Home Loan,7545000.00,7.71,300,Active,2020-10-25
LOAN00437,CUST02715,BR027,Business Loan,2770000.00,12.93,84,Active,2020-02-20
LOAN00438,CUST03210,BR017,Auto Loan,1911000.00,8.53,84,Active,2023-07-06
LOAN00439,CUST00938,BR046,Auto Loan,342000.00,11.41,60,Active,2021-09-18
LOAN00440,CUST01817,BR009,Personal Loan,159000.00,14.22,12,Active,2023-11-26
LOAN00441,CUST01880,BR033,Personal Loan,287000.00,11.30,36,Active,2022-11-15
LOAN00442,CUST00713,BR009,Gold Loan,690000.00,9.88,12,Closed,2022-12-31
LOAN00443,CUST00233,BR018,Home Loan,3727000.00,8.59,240,Active,2021-01-18
LOAN00444,CUST02200,BR003,Auto Loan,488000.00,10.04,60,Active,2021-04-07
LOAN00445,CUST02938,BR049,Home Loan,5850000.00,8.91,300,Active,2022-05-01
LOAN00446,CUST00401,BR018,Home Loan,7650000.00,7.69,300,Active,2022-04-07
LOAN00447,CUST02473,BR012,Home Loan,7426000.00,7.59,240,Active,2022-09-01
LOAN00448,CUST01237,BR026,Business Loan,1298000.00,14.85,36,Closed,2019-02-27
LOAN00449,CUST02737,BR004,Auto Loan,830000.00,9.13,48,Active,2022-06-30
LOAN00450,CUST01758,BR024,Gold Loan,596000.00,11.28,36,Active,2023-02-16
LOAN00451,CUST01633,BR002,Home Loan,7057000.00,8.36,300,Active,2016-07-11
LOAN00452,CUST03050,BR040,Home Loan,7717000.00,8.00,240,Active,2023-02-23
LOAN00453,CUST04719,BR033,Personal Loan,1117000.00,13.22,48,Active,2023-10-07
LOAN00454,CUST01024,BR017,Auto Loan,2200000.00,8.83,60,Active,2021-10-08
LOAN00455,CUST00159,BR047,Home Loan,6468000.00,7.99,120,Active,2023-11-01
LOAN00456,CUST03487,BR025,Home Loan,1640000.00,8.72,120,Active,2021-03-13
LOAN00457,CUST04119,BR047,Home Loan,7262000.00,7.92,240,Active,2019-08-15
LOAN00458,CUST02202,BR020,Home Loan,8618000.00,9.47,120,Active,2020-12-21
LOAN00459,CUST02601,BR009,Home Loan,8951000.00,8.65,240,Active,2022-02-05
LOAN00460,CUST02827,BR010,Personal Loan,952000.00,12.38,24,Active,2023-11-07
LOAN00461,CUST03966,BR006,Education Loan,926000.00,10.43,120,Active,2022-12-14
LOAN00462,CUST00949,BR012,Home Loan,4680000.00,9.18,300,Active,2017-12-10
LOAN00463,CUST04905,BR021,Auto Loan,1488000.00,9.86,36,Active,2023-02-13
LOAN00464,CUST01414,BR028,Business Loan,1968000.00,11.14,120,Active,2019-02-23
LOAN00465,CUST00221,BR009,Home Loan,3236000.00,9.44,240,Active,2020-05-24
LOAN00466,CUST01907,BR004,Home Loan,4700000.00,9.35,120,Active,2021-12-13
LOAN00467,CUST00175,BR004,Home Loan,8302000.00,8.02,240,Active,2020-02-08
LOAN00468,CUST03560,BR009,Auto Loan,1938000.00,10.24,36,Defaulted,2020-07-26
LOAN00469,CUST04543,BR001,Auto Loan,1243000.00,9.04,48,Active,2022-12-14
LOAN00470,CUST01234,BR016,Personal Loan,143000.00,13.06,48,Closed,2020-05-28
LOAN00471,CUST01084,BR016,Home Loan,1696000.00,9.42,180,Active,2023-10-07
LOAN00472,CUST02483,BR032,Auto Loan,1188000.00,10.09,60,Active,2023-10-28
LOAN00473,CUST00987,BR009,Personal Loan,428000.00,13.67,60,Active,2023-05-03
LOAN00474,CUST04262,BR001,Personal Loan,740000.00,15.11,48,Active,2020-10-27
LOAN00475,CUST01714,BR044,Auto Loan,490000.00,9.76,48,Active,2022-12-01
LOAN00476,CUST02746,BR038,Home Loan,6759000.00,9.49,300,Active,2020-09-11
LOAN00477,CUST00498,BR042,Auto Loan,784000.00,11.06,84,Active,2022-09-12
LOAN00478,CUST01065,BR018,Personal Loan,302000.00,15.15,36,Active,2023-01-28
LOAN00479,CUST03095,BR029,Gold Loan,320000.00,9.63,24,Active,2023-10-02
LOAN00480,CUST02026,BR001,Auto Loan,2144000.00,8.53,84,Active,2023-11-21
LOAN00481,CUST00050,BR038,Personal Loan,108000.00,13.25,24,Active,2023-02-15
LOAN00482,CUST02441,BR043,Personal Loan,751000.00,12.56,24,Closed,2018-12-22
LOAN00483,CUST04148,BR007,Personal Loan,423000.00,13.40,36,Closed,2020-04-12
LOAN00484,CUST01733,BR036,Home Loan,4203000.00,8.19,120,Active,2023-08-25
LOAN00485,CUST03940,BR046,Home Loan,8326000.00,7.58,240,Closed,2023-08-16
LOAN00486,CUST03871,BR006,Home Loan,5051000.00,8.34,240,Active,2020-08-31
LOAN00487,CUST03879,BR021,Home Loan,2684000.00,7.63,240,Defaulted,2020-12-22
LOAN00488,CUST02463,BR029,Auto Loan,675000.00,9.68,60,Active,2023-11-28
LOAN00489,CUST01606,BR028,Business Loan,5958000.00,13.88,36,Active,2023-09-29
LOAN00490,CUST03432,BR044,Personal Loan,314000.00,16.20,48,Active,2021-09-22
LOAN00491,CUST04864,BR030,Business Loan,6766000.00,13.02,60,Closed,2016-01-06
LOAN00492,CUST03841,BR040,Auto Loan,1259000.00,9.78,48,Closed,2016-06-12
LOAN00493,CUST01352,BR040,Auto Loan,1949000.00,9.21,36,Active,2023-11-04
LOAN00494,CUST02654,BR035,Personal Loan,400000.00,11.22,12,Closed,2022-05-27
LOAN00495,CUST00847,BR025,Business Loan,7388000.00,11.87,120,Active,2019-02-15
LOAN00496,CUST03545,BR020,Home Loan,2374000.00,8.17,180,Active,2023-08-06
LOAN00497,CUST04455,BR047,Business Loan,5970000.00,13.80,120,Active,2018-06-22
LOAN00498,CUST03805,BR026,Personal Loan,604000.00,16.32,60,Active,2023-10-11
LOAN00499,CUST00296,BR004,Business Loan,518000.00,13.07,84,Active,2021-03-21
LOAN00500,CUST02882,BR038,Personal Loan,762000.00,15.47,24,Active,2022-09-22
LOAN00501,CUST00342,BR006,Business Loan,4713000.00,10.49,120,Active,2022-07-04
LOAN00502,CUST02614,BR039,Home Loan,4207000.00,9.27,300,Defaulted,2022-06-03
LOAN00503,CUST03564,BR015,Business Loan,4230000.00,14.86,120,Active,2023-08-14
LOAN00504,CUST02924,BR030,Personal Loan,655000.00,12.20,36,Active,2023-06-07
LOAN00505,CUST02464,BR044,Business Loan,5871000.00,13.65,60,Closed,2019-03-10
LOAN00506,CUST00905,BR013,Gold Loan,93000.00,11.24,36,Active,2023-12-29
LOAN00507,CUST04679,BR023,Home Loan,6745000.00,8.47,300,Active,2023-11-20
LOAN00508,CUST02720,BR034,Personal Loan,628000.00,12.39,60,Closed,2018-06-09
LOAN00509,CUST00189,BR005,Gold Loan,331000.00,11.04,36,Closed,2020-09-09
LOAN00510,CUST02562,BR035,Home Loan,7883000.00,9.32,300,Active,2021-02-10
LOAN00511,CUST04895,BR045,Personal Loan,993000.00,12.70,24,Active,2022-11-10
LOAN00512,CUST03236,BR038,Home Loan,4175000.00,9.49,240,Active,2023-11-15
LOAN00513,CUST04120,BR037,Auto Loan,1027000.00,11.32,36,Active,2023-05-02
LOAN00514,CUST00391,BR028,Personal Loan,763000.00,13.07,12,Closed,2018-07-08
LOAN00515,CUST01699,BR030,Personal Loan,231000.00,15.31,12,Closed,2017-02-08
LOAN00516,CUST04252,BR031,Gold Loan,128000.00,9.67,12,Defaulted,2023-04-01
LOAN00517,CUST04138,BR047,Home Loan,5107000.00,8.13,120,Active,2019-11-25
LOAN00518,CUST04204,BR007,Education Loan,3292000.00,8.39,60,Active,2021-07-22
LOAN00519,CUST00967,BR004,Home Loan,2522000.00,9.19,240,In Arrears,2022-03-14
LOAN00520,CUST02647,BR023,Home Loan,9376000.00,7.86,120,Active,2021-03-15
LOAN00521,CUST01641,BR024,Auto Loan,512000.00,9.35,48,Closed,2020-03-24
LOAN00522,CUST01591,BR050,Auto Loan,1120000.00,11.49,36,Closed,2019-08-21
LOAN00523,CUST00920,BR046,Home Loan,5128000.00,9.03,120,Active,2022-12-05
LOAN00524,CUST01187,BR025,Education Loan,471000.00,10.32,120,Active,2019-06-14
LOAN00525,CUST02929,BR047,Personal Loan,1096000.00,11.55,48,Active,2021-06-22
LOAN00526,CUST04470,BR013,Home Loan,1952000.00,8.18,240,In Arrears,2021-04-30
LOAN00527,CUST02390,BR019,Education Loan,847000.00,10.78,84,Active,2018-12-04
LOAN00528,CUST01143,BR044,Personal Loan,69000.00,15.79,12,Active,2023-11-25
LOAN00529,CUST01965,BR016,Home Loan,7915000.00,9.44,240,Active,2017-01-08
LOAN00530,CUST00802,BR023,Business Loan,5817000.00,14.33,84,Active,2019-07-05
LOAN00531,CUST02952,BR026,Home Loan,5641000.00,9.17,300,Active,2023-02-20
LOAN00532,CUST03784,BR011,Personal Loan,357000.00,12.39,24,Closed,2020-10-27
LOAN00533,CUST03675,BR031,Auto Loan,926000.00,9.70,48,Active,2023-11-22
LOAN00534,CUST04669,BR041,Home Loan,6710000.00,7.76,120,Active,2023-03-16
LOAN00535,CUST00616,BR031,Business Loan,3532000.00,13.31,120,Active,2023-08-08
LOAN00536,CUST01271,BR047,Home Loan,2712000.00,8.63,120,Active,2023-07-21
LOAN00537,CUST01119,BR018,Business Loan,7473000.00,13.33,120,Closed,2019-05-08
LOAN00538,CUST00629,BR042,Personal Loan,1035000.00,11.49,36,Active,2021-12-05
LOAN00539,CUST00263,BR020,Home Loan,4065000.00,8.87,120,Active,2020-11-26
LOAN00540,CUST03391,BR038,Education Loan,2198000.00,9.10,120,In Arrears,2022-05-21
LOAN00541,CUST00375,BR032,Education Loan,897000.00,9.63,60,Active,2022-04-07
LOAN00542,CUST03072,BR007,Home Loan,7200000.00,8.63,120,Active,2017-05-04
LOAN00543,CUST03232,BR038,Personal Loan,151000.00,12.94,12,Defaulted,2023-01-21
LOAN00544,CUST02506,BR041,Personal Loan,1136000.00,13.63,60,Active,2022-01-12
LOAN00545,CUST04794,BR029,Personal Loan,752000.00,12.11,36,Active,2023-11-23
LOAN00546,CUST04564,BR013,Home Loan,8494000.00,9.01,120,Active,2020-08-22
LOAN00547,CUST02769,BR019,Business Loan,3399000.00,12.88,84,Active,2023-09-14
LOAN00548,CUST00306,BR019,Home Loan,8574000.00,8.85,120,Closed,2023-05-25
LOAN00549,CUST03223,BR043,Personal Loan,303000.00,11.94,12,Closed,2020-10-02
LOAN00550,CUST01328,BR019,Personal Loan,628000.00,16.41,36,Active,2023-11-11
LOAN00551,CUST03640,BR004,Personal Loan,171000.00,13.92,24,Closed,2016-01-12
LOAN00552,CUST05000,BR047,Personal Loan,1025000.00,14.15,48,Active,2023-05-11
LOAN00553,CUST02371,BR009,Business Loan,6874000.00,12.45,84,Active,2019-02-16
LOAN00554,CUST03538,BR022,Business Loan,4057000.00,12.77,36,Active,2023-11-21
LOAN00555,CUST01140,BR020,Personal Loan,1120000.00,12.72,60,Closed,2016-05-01
LOAN00556,CUST01255,BR047,Gold Loan,230000.00,10.92,36,Closed,2018-10-08
LOAN00557,CUST04808,BR003,Home Loan,8481000.00,9.24,240,Active,2023-05-21
LOAN00558,CUST01376,BR035,Personal Loan,319000.00,11.17,48,Closed,2016-08-17
LOAN00559,CUST03184,BR037,Personal Loan,475000.00,16.08,48,Active,2021-07-16
LOAN00560,CUST04758,BR029,Education Loan,706000.00,9.12,84,Active,2021-05-09
LOAN00561,CUST00341,BR024,Home Loan,4534000.00,7.98,180,Active,2020-07-26
LOAN00562,CUST02167,BR023,Home Loan,4782000.00,8.48,180,Active,2018-10-19
LOAN00563,CUST04441,BR045,Personal Loan,1155000.00,13.01,12,Closed,2022-10-03
LOAN00564,CUST04373,BR031,Personal Loan,526000.00,13.75,36,Active,2023-10-12
LOAN00565,CUST04875,BR037,Education Loan,938000.00,8.22,60,In Arrears,2023-02-20
LOAN00566,CUST04653,BR014,Personal Loan,1002000.00,11.51,36,Active,2023-11-08
LOAN00567,CUST00634,BR019,Personal Loan,190000.00,13.74,12,Active,2023-10-19
LOAN00568,CUST02317,BR002,Personal Loan,87000.00,14.84,60,Active,2021-12-03
LOAN00569,CUST04734,BR036,Home Loan,1968000.00,9.21,240,Active,2023-09-14
LOAN00570,CUST00973,BR038,Education Loan,1537000.00,8.89,120,Active,2021-05-27
LOAN00571,CUST03285,BR037,Personal Loan,509000.00,13.89,60,Active,2023-11-29
LOAN00572,CUST02255,BR013,Personal Loan,818000.00,14.13,60,Closed,2023-11-27
LOAN00573,CUST00286,BR043,Home Loan,8413000.00,8.25,240,Defaulted,2020-01-14
LOAN00574,CUST02886,BR028,Education Loan,1423000.00,8.50,84,In Arrears,2017-10-03
LOAN00575,CUST02572,BR034,Auto Loan,1949000.00,9.35,48,Closed,2019-01-07
LOAN00576,CUST01675,BR035,Personal Loan,612000.00,13.16,48,Closed,2017-04-26
LOAN00577,CUST04773,BR004,Auto Loan,1705000.00,9.59,84,Active,2021-10-17
LOAN00578,CUST00250,BR047,Education Loan,1941000.00,9.37,84,Active,2023-06-13
LOAN00579,CUST04818,BR034,Home Loan,2465000.00,8.97,180,Active,2019-06-29
LOAN00580,CUST01182,BR014,Gold Loan,486000.00,10.70,24,Defaulted,2019-05-21
LOAN00581,CUST04007,BR033,Home Loan,7104000.00,7.63,300,Active,2022-06-25
LOAN00582,CUST02471,BR022,Gold Loan,124000.00,11.29,36,Defaulted,2018-10-16
LOAN00583,CUST02479,BR043,Personal Loan,385000.00,15.85,48,Closed,2019-08-18
LOAN00584,CUST00825,BR035,Personal Loan,894000.00,14.38,36,Active,2023-09-10
LOAN00585,CUST00814,BR016,Home Loan,7709000.00,9.33,300,Active,2021-09-25
LOAN00586,CUST03314,BR035,Home Loan,3518000.00,7.68,300,Active,2016-11-05
LOAN00587,CUST02816,BR024,Business Loan,1994000.00,11.22,36,Closed,2017-03-02
LOAN00588,CUST03568,BR004,Personal Loan,1145000.00,12.67,36,Active,2023-01-24
LOAN00589,CUST03359,BR040,Personal Loan,538000.00,15.16,36,Defaulted,2015-08-24
LOAN00590,CUST00475,BR037,Personal Loan,617000.00,12.11,48,Active,2023-08-16
LOAN00591,CUST04008,BR044,Home Loan,1918000.00,8.94,300,Active,2023-12-08
LOAN00592,CUST04556,BR018,Gold Loan,630000.00,11.53,24,Active,2023-04-02
